Patron Type Code,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Code,Home Library Definition,Circulation Active Month,Circulation Active Year,Provided Email Address,Year Patron Registered
1,Juvenile,66,12,0 to 9 years,c2,Chinatown,Jan,2023,FALSE,2018
1,Juvenile,132,19,0 to 9 years,c2,Chinatown,Apr,2023,FALSE,2018
2,Teen,0,0,10 to 19 years,c2,Chinatown,,,FALSE,2018
2,Teen,384,5,10 to 19 years,c2,Chinatown,Nov,2022,FALSE,2008
2,Teen,315,18,10 to 19 years,c2,Chinatown,Mar,2023,FALSE,2012
3,Senior,13,1,75 years and over,c2,Chinatown,Aug,2022,FALSE,2004
3,Senior,791,156,75 years and over,c2,Chinatown,Nov,2021,FALSE,2006
0,Adult,701,1076,60 to 64 years,c2,Chinatown,May,2023,FALSE,2006
2,Teen,185,0,10 to 19 years,c2,Chinatown,May,2017,FALSE,2011
3,Senior,1749,72,75 years and over,c2,Chinatown,Dec,2020,FALSE,2003
0,Adult,0,0,55 to 59 years,c2,Chinatown,Mar,2023,FALSE,2022
0,Adult,0,0,60 to 64 years,c2,Chinatown,,,FALSE,2019
0,Adult,2240,49,60 to 64 years,c2,Chinatown,Jul,2023,FALSE,2009
3,Senior,84,183,75 years and over,c2,Chinatown,Jan,2020,FALSE,2017
1,Juvenile,20,0,10 to 19 years,c2,Chinatown,Aug,2022,FALSE,2013
0,Adult,1,1,45 to 54 years,c2,Chinatown,Jul,2023,FALSE,2021
0,Adult,755,55,35 to 44 years,c2,Chinatown,Apr,2019,FALSE,2008
3,Senior,5,0,65 to 74 years,c2,Chinatown,May,2023,FALSE,2023
1,Juvenile,110,2,10 to 19 years,c2,Chinatown,Aug,2022,FALSE,2017
2,Teen,88,38,10 to 19 years,c2,Chinatown,Jul,2023,FALSE,2017
1,Juvenile,0,0,0 to 9 years,c2,Chinatown,,,FALSE,2020
3,Senior,1,0,75 years and over,c2,Chinatown,Jan,2020,FALSE,2019
3,Senior,118,90,65 to 74 years,c2,Chinatown,Oct,2022,FALSE,2019
3,Senior,1427,77,75 years and over,c2,Chinatown,Nov,2021,FALSE,2012
0,Adult,533,137,60 to 64 years,c2,Chinatown,Apr,2021,FALSE,2013
0,Adult,4,4,35 to 44 years,c2,Chinatown,Feb,2020,FALSE,2020
3,Senior,4910,2086,75 years and over,c2,Chinatown,Jul,2023,FALSE,2003
1,Juvenile,8,2,0 to 9 years,c2,Chinatown,Jan,2017,FALSE,2015
0,Adult,0,0,45 to 54 years,c2,Chinatown,Mar,2023,FALSE,2023
3,Senior,370,70,75 years and over,c2,Chinatown,Jun,2023,FALSE,2006
3,Senior,0,0,65 to 74 years,c2,Chinatown,Mar,2023,FALSE,2023
0,Adult,1708,16,45 to 54 years,c2,Chinatown,Jan,2020,FALSE,2008
0,Adult,10,8,25 to 34 years,c2,Chinatown,Dec,2020,FALSE,2019
3,Senior,1493,52,65 to 74 years,c2,Chinatown,Aug,2022,FALSE,2003
1,Juvenile,85,7,10 to 19 years,c2,Chinatown,Jul,2023,FALSE,2018
2,Teen,18,0,10 to 19 years,c2,Chinatown,Aug,2021,FALSE,2017
3,Senior,974,67,75 years and over,c2,Chinatown,Oct,2022,FALSE,2012
3,Senior,525,85,65 to 74 years,c2,Chinatown,Apr,2023,FALSE,2011
2,Teen,88,8,10 to 19 years,c2,Chinatown,Jun,2023,FALSE,2012
2,Teen,306,0,10 to 19 years,c2,Chinatown,Oct,2021,FALSE,2017
0,Adult,62,91,25 to 34 years,c2,Chinatown,Dec,2020,FALSE,2014
1,Juvenile,0,0,10 to 19 years,c2,Chinatown,May,2023,FALSE,2017
0,Adult,0,0,45 to 54 years,c2,Chinatown,,,FALSE,2019
1,Juvenile,79,95,10 to 19 years,c2,Chinatown,Jun,2023,FALSE,2013
0,Adult,2,6,20 to 24 years,c2,Chinatown,May,2023,FALSE,2018
2,Teen,21,0,10 to 19 years,c2,Chinatown,Mar,2021,FALSE,2017
2,Teen,399,44,10 to 19 years,c2,Chinatown,Mar,2023,FALSE,2016
0,Adult,0,0,60 to 64 years,c2,Chinatown,Sep,2022,FALSE,2022
2,Teen,66,43,10 to 19 years,c2,Chinatown,Jun,2023,FALSE,2013
1,Juvenile,10,3,10 to 19 years,c2,Chinatown,Mar,2020,FALSE,2018
3,Senior,84,13,65 to 74 years,c2,Chinatown,Oct,2020,FALSE,2003
0,Adult,161,23,55 to 59 years,c2,Chinatown,Jul,2023,FALSE,2003
0,Adult,5,0,45 to 54 years,c2,Chinatown,May,2023,FALSE,2023
0,Adult,675,115,20 to 24 years,c2,Chinatown,Jul,2021,FALSE,2007
2,Teen,1826,282,10 to 19 years,c2,Chinatown,Jul,2023,FALSE,2011
0,Adult,9,0,25 to 34 years,c2,Chinatown,Jul,2023,FALSE,2014
3,Senior,6444,546,75 years and over,c2,Chinatown,Jul,2023,FALSE,2003
3,Senior,20,7,75 years and over,c2,Chinatown,Oct,2021,FALSE,2006
3,Senior,315,31,65 to 74 years,c2,Chinatown,Jul,2023,FALSE,2008
2,Teen,579,5,10 to 19 years,c2,Chinatown,May,2017,FALSE,2015
0,Adult,534,2,60 to 64 years,c2,Chinatown,Jul,2023,FALSE,2022
1,Juvenile,85,29,10 to 19 years,c2,Chinatown,Apr,2023,FALSE,2018
1,Juvenile,0,0,0 to 9 years,c2,Chinatown,,,FALSE,2022
1,Juvenile,20,26,0 to 9 years,c2,Chinatown,Jul,2023,FALSE,2019
0,Adult,0,0,60 to 64 years,c2,Chinatown,May,2023,FALSE,2022
1,Juvenile,0,0,0 to 9 years,c2,Chinatown,,,FALSE,2023
0,Adult,208,13,35 to 44 years,c2,Chinatown,Jun,2021,FALSE,2004
1,Juvenile,6,0,0 to 9 years,c2,Chinatown,May,2023,FALSE,2023
2,Teen,100,11,10 to 19 years,c2,Chinatown,Feb,2020,FALSE,2013
1,Juvenile,214,9,10 to 19 years,c2,Chinatown,Mar,2023,FALSE,2017
2,Teen,27,0,10 to 19 years,c2,Chinatown,Apr,2022,FALSE,2018
3,Senior,19,3,65 to 74 years,c2,Chinatown,Jul,2023,FALSE,2021
3,Senior,100,28,65 to 74 years,c2,Chinatown,Jul,2020,FALSE,2005
0,Adult,1174,12,25 to 34 years,c2,Chinatown,Aug,2021,FALSE,2005
0,Adult,211,4,45 to 54 years,c2,Chinatown,Sep,2022,FALSE,2003
0,Adult,209,23,55 to 59 years,c2,Chinatown,Sep,2018,FALSE,2003
0,Adult,16,0,20 to 24 years,c2,Chinatown,Mar,2015,FALSE,2014
0,Adult,5,1,45 to 54 years,c2,Chinatown,Aug,2022,FALSE,2022
0,Adult,60,26,45 to 54 years,c2,Chinatown,Nov,2022,FALSE,2016
3,Senior,0,0,65 to 74 years,c2,Chinatown,Jan,2023,FALSE,2023
0,Adult,27,17,45 to 54 years,c2,Chinatown,Sep,2021,FALSE,2013
0,Adult,217,3,20 to 24 years,c2,Chinatown,Sep,2017,FALSE,2014
2,Teen,20,0,10 to 19 years,c2,Chinatown,Dec,2020,FALSE,2014
0,Adult,62,4,25 to 34 years,c2,Chinatown,Jul,2021,FALSE,2011
0,Adult,11,2,35 to 44 years,c2,Chinatown,May,2023,FALSE,2022
0,Adult,0,0,60 to 64 years,c2,Chinatown,Aug,2022,FALSE,2022
0,Adult,0,0,35 to 44 years,c2,Chinatown,,,FALSE,2019
3,Senior,13,5,65 to 74 years,c2,Chinatown,Mar,2021,FALSE,2019
0,Adult,1435,69,20 to 24 years,c2,Chinatown,Aug,2022,FALSE,2005
1,Juvenile,2,0,0 to 9 years,c2,Chinatown,Jul,2023,FALSE,2023
0,Adult,53,5,35 to 44 years,c2,Chinatown,Dec,2021,FALSE,2003
3,Senior,736,287,65 to 74 years,c2,Chinatown,Jul,2023,FALSE,2013
3,Senior,229,185,75 years and over,c2,Chinatown,Oct,2020,FALSE,2003
3,Senior,1152,111,65 to 74 years,c2,Chinatown,Nov,2022,FALSE,2009
0,Adult,9,8,35 to 44 years,c2,Chinatown,Jul,2023,FALSE,2022
0,Adult,1,0,35 to 44 years,m6,Mission,Oct,2020,TRUE,2009
0,Adult,1203,898,45 to 54 years,m6,Mission,Jul,2022,TRUE,2003
0,Adult,18,12,35 to 44 years,m6,Mission,Jul,2023,TRUE,2013
0,Adult,36,63,25 to 34 years,m6,Mission,Jul,2023,TRUE,2017
0,Adult,4,7,25 to 34 years,m6,Mission,Jul,2023,TRUE,2019
0,Adult,2,0,25 to 34 years,m6,Mission,May,2022,TRUE,2016
0,Adult,32,19,45 to 54 years,m6,Mission,Jul,2023,TRUE,2015
0,Adult,4,4,20 to 24 years,m6,Mission,Feb,2023,TRUE,2020
2,Teen,82,22,10 to 19 years,m6,Mission,May,2023,TRUE,2009
1,Juvenile,0,0,0 to 9 years,m6,Mission,,,TRUE,2022
0,Adult,32,53,25 to 34 years,m6,Mission,May,2023,TRUE,2016
0,Adult,0,0,25 to 34 years,m6,Mission,Jun,2023,TRUE,2015
0,Adult,11,7,35 to 44 years,m6,Mission,Jul,2023,TRUE,2016
0,Adult,114,10,35 to 44 years,m6,Mission,Jun,2023,TRUE,2017
0,Adult,39,26,35 to 44 years,m6,Mission,Jul,2023,TRUE,2013
0,Adult,3,0,60 to 64 years,m6,Mission,Sep,2013,TRUE,2008
0,Adult,227,96,45 to 54 years,m6,Mission,Oct,2022,TRUE,2003
0,Adult,39,3,45 to 54 years,m6,Mission,Jun,2021,TRUE,2012
0,Adult,2,0,60 to 64 years,m6,Mission,Jun,2021,TRUE,2003
0,Adult,166,12,25 to 34 years,m6,Mission,Jun,2023,TRUE,2003
0,Adult,9,5,25 to 34 years,m6,Mission,May,2023,TRUE,2018
0,Adult,148,73,45 to 54 years,m6,Mission,Jul,2023,TRUE,2016
0,Adult,37,38,25 to 34 years,m6,Mission,Jul,2023,TRUE,2012
0,Adult,279,230,45 to 54 years,m6,Mission,Jul,2023,TRUE,2011
0,Adult,0,0,35 to 44 years,m6,Mission,Jul,2023,TRUE,2019
0,Adult,0,0,35 to 44 years,m6,Mission,Jul,2023,TRUE,2017
0,Adult,152,107,45 to 54 years,m6,Mission,Jul,2023,TRUE,2010
0,Adult,409,81,45 to 54 years,m6,Mission,Nov,2022,TRUE,2003
0,Adult,1,0,35 to 44 years,m6,Mission,Jan,2023,TRUE,2018
0,Adult,8,10,25 to 34 years,m6,Mission,Aug,2022,TRUE,2011
0,Adult,1381,140,55 to 59 years,m6,Mission,Oct,2022,TRUE,2003
0,Adult,9,1,20 to 24 years,m6,Mission,Apr,2023,TRUE,2014
0,Adult,11,13,45 to 54 years,m6,Mission,May,2023,TRUE,2010
0,Adult,1,0,25 to 34 years,m6,Mission,Oct,2020,TRUE,2016
0,Adult,5,1,25 to 34 years,m6,Mission,Jul,2023,TRUE,2022
3,Senior,3,1,75 years and over,m6,Mission,Jul,2023,TRUE,2005
0,Adult,22,29,25 to 34 years,m6,Mission,Apr,2023,TRUE,2020
0,Adult,33,35,45 to 54 years,m6,Mission,Apr,2021,TRUE,2003
0,Adult,86,0,25 to 34 years,m6,Mission,Oct,2022,TRUE,2003
0,Adult,32,3,35 to 44 years,m6,Mission,Jun,2021,TRUE,2017
0,Adult,100,42,35 to 44 years,m6,Mission,Jul,2023,TRUE,2015
0,Adult,17,28,35 to 44 years,m6,Mission,May,2023,TRUE,2018
0,Adult,128,213,35 to 44 years,m6,Mission,Jun,2023,TRUE,2009
0,Adult,34,42,25 to 34 years,m6,Mission,Jul,2023,TRUE,2019
0,Adult,0,0,55 to 59 years,m6,Mission,Mar,2023,TRUE,2019
0,Adult,0,0,35 to 44 years,m6,Mission,Jul,2023,TRUE,2016
0,Adult,2492,1,55 to 59 years,m6,Mission,Jul,2023,TRUE,2003
2,Teen,12,5,10 to 19 years,m6,Mission,Dec,2022,TRUE,2012
0,Adult,21,14,25 to 34 years,m6,Mission,Jul,2023,TRUE,2017
0,Adult,0,0,35 to 44 years,m6,Mission,Jun,2023,TRUE,2017
0,Adult,8,1,45 to 54 years,m6,Mission,Sep,2019,TRUE,2010
0,Adult,2,6,45 to 54 years,m6,Mission,Apr,2023,TRUE,2013
0,Adult,414,30,60 to 64 years,m6,Mission,Nov,2021,TRUE,2003
0,Adult,46,27,45 to 54 years,m6,Mission,Apr,2023,TRUE,2017
0,Adult,8,1,25 to 34 years,m6,Mission,Sep,2022,TRUE,2016
0,Adult,1,4,25 to 34 years,m6,Mission,Jun,2023,TRUE,2014
0,Adult,589,194,60 to 64 years,m6,Mission,Jul,2023,TRUE,2007
0,Adult,419,237,45 to 54 years,m6,Mission,Apr,2023,TRUE,2015
0,Adult,76,129,35 to 44 years,m6,Mission,Aug,2021,TRUE,2013
0,Adult,0,0,25 to 34 years,m6,Mission,May,2023,TRUE,2018
0,Adult,23,0,25 to 34 years,m6,Mission,Feb,2023,TRUE,2019
0,Adult,27,13,60 to 64 years,m6,Mission,Jul,2023,FALSE,2003
0,Adult,443,25,10 to 19 years,m6,Mission,Jun,2023,FALSE,2007
0,Adult,9391,522,60 to 64 years,m6,Mission,Jul,2023,FALSE,2013
0,Adult,231,137,60 to 64 years,m6,Mission,May,2023,FALSE,2003
3,Senior,0,0,75 years and over,m6,Mission,Aug,2022,FALSE,2022
3,Senior,2201,134,75 years and over,m6,Mission,Jul,2023,FALSE,2003
0,Adult,2,3,25 to 34 years,m6,Mission,May,2023,FALSE,2020
0,Adult,0,0,35 to 44 years,r3,Richmond,Jan,2020,TRUE,2020
0,Adult,91,44,35 to 44 years,r3,Richmond,Mar,2023,TRUE,2011
0,Adult,0,0,25 to 34 years,r3,Richmond,May,2023,TRUE,2023
3,Senior,0,0,65 to 74 years,r3,Richmond,May,2023,TRUE,2017
0,Adult,5,1,25 to 34 years,r3,Richmond,Jun,2023,TRUE,2018
0,Adult,8,5,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2014
2,Teen,571,270,10 to 19 years,r3,Richmond,Jul,2023,TRUE,2013
0,Adult,4,5,60 to 64 years,r3,Richmond,Feb,2023,TRUE,2014
0,Adult,5,18,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2018
3,Senior,0,0,65 to 74 years,r3,Richmond,Oct,2022,TRUE,2022
0,Adult,150,6,35 to 44 years,r3,Richmond,Jan,2022,TRUE,2009
3,Senior,73,32,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,2,0,60 to 64 years,r3,Richmond,Mar,2023,TRUE,2015
0,Adult,10,3,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2013
0,Adult,2768,276,35 to 44 years,r3,Richmond,Dec,2022,TRUE,2004
0,Adult,53,0,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2003
3,Senior,2,0,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2023
3,Senior,1437,1853,75 years and over,r3,Richmond,Jul,2023,TRUE,2004
0,Adult,44,77,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,10,10,25 to 34 years,r3,Richmond,Dec,2021,TRUE,2019
1,Juvenile,63,127,0 to 9 years,r3,Richmond,Mar,2022,TRUE,2019
0,Adult,90,152,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2017
3,Senior,444,31,75 years and over,r3,Richmond,Feb,2023,TRUE,2003
0,Adult,73,117,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2017
0,Adult,5,1,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2019
0,Adult,8,0,35 to 44 years,r3,Richmond,Sep,2021,TRUE,2006
3,Senior,137,34,65 to 74 years,r3,Richmond,Jun,2023,TRUE,2003
0,Adult,0,0,25 to 34 years,r3,Richmond,,,TRUE,2023
1,Juvenile,321,24,10 to 19 years,r3,Richmond,Jan,2022,TRUE,2015
2,Teen,174,30,10 to 19 years,r3,Richmond,Dec,2021,TRUE,2010
0,Adult,93,61,55 to 59 years,r3,Richmond,Jun,2023,TRUE,2011
0,Adult,6,6,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2022
0,Adult,0,0,35 to 44 years,r3,Richmond,Feb,2020,TRUE,2014
0,Adult,0,0,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2019
0,Adult,6,0,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2017
0,Adult,4,4,25 to 34 years,r3,Richmond,Mar,2023,TRUE,2017
2,Teen,206,23,10 to 19 years,r3,Richmond,Oct,2021,TRUE,2014
0,Adult,548,605,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2011
0,Adult,16,9,25 to 34 years,r3,Richmond,Dec,2022,TRUE,2019
0,Adult,353,175,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2004
3,Senior,655,413,75 years and over,r3,Richmond,Jul,2023,TRUE,2006
0,Adult,6,14,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2012
0,Adult,14,32,35 to 44 years,r3,Richmond,Nov,2019,TRUE,2009
0,Adult,96,84,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2019
3,Senior,53,42,65 to 74 years,r3,Richmond,Feb,2023,TRUE,2003
3,Senior,147,67,65 to 74 years,r3,Richmond,Jul,2023,TRUE,2003
0,Adult,665,977,45 to 54 years,r3,Richmond,Jan,2021,TRUE,2008
0,Adult,3668,898,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2003
1,Juvenile,20,1,10 to 19 years,r3,Richmond,Oct,2018,TRUE,2017
0,Adult,11,13,35 to 44 years,r3,Richmond,Mar,2023,TRUE,2018
0,Adult,9,0,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2016
0,Adult,59,6,20 to 24 years,r3,Richmond,Oct,2021,TRUE,2009
0,Adult,18,16,35 to 44 years,r3,Richmond,Jul,2023,TRUE,2021
0,Adult,34,36,25 to 34 years,r3,Richmond,Jul,2023,TRUE,2020
3,Senior,3302,145,65 to 74 years,r3,Richmond,Jan,2023,TRUE,2005
0,Adult,80,7,45 to 54 years,r3,Richmond,Jul,2021,TRUE,2010
0,Adult,203,279,45 to 54 years,r3,Richmond,Jul,2023,TRUE,2012
0,Adult,28,0,60 to 64 years,r3,Richmond,Jul,2023,FALSE,2022
0,Adult,800,303,25 to 34 years,r3,Richmond,Jul,2022,FALSE,2004
3,Senior,46,16,65 to 74 years,r3,Richmond,Sep,2020,FALSE,2010
0,Adult,10,2,45 to 54 years,r3,Richmond,Mar,2020,FALSE,2019
3,Senior,891,7,65 to 74 years,r3,Richmond,Jul,2021,FALSE,2003
3,Senior,81,31,75 years and over,r3,Richmond,Nov,2022,FALSE,2006
0,Adult,28,48,25 to 34 years,r3,Richmond,Jul,2023,FALSE,2020
3,Senior,16,2,75 years and over,r3,Richmond,May,2022,FALSE,2003
3,Senior,4290,220,75 years and over,r3,Richmond,Jul,2023,FALSE,2003
3,Senior,121,224,65 to 74 years,r3,Richmond,Jul,2023,FALSE,2017
0,Adult,0,0,45 to 54 years,s7,Sunset,Sep,2020,TRUE,2019
0,Adult,0,0,60 to 64 years,s7,Sunset,Jan,2023,TRUE,2019
3,Senior,65,14,65 to 74 years,s7,Sunset,Jul,2023,TRUE,2003
0,Adult,80,35,35 to 44 years,s7,Sunset,Feb,2023,TRUE,2008
0,Adult,95,77,25 to 34 years,s7,Sunset,Apr,2023,TRUE,2008
0,Adult,34,3,35 to 44 years,s7,Sunset,Apr,2023,TRUE,2005
0,Adult,139,25,55 to 59 years,s7,Sunset,Sep,2022,TRUE,2003
0,Adult,22,9,25 to 34 years,s7,Sunset,Sep,2019,TRUE,2015
0,Adult,0,0,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2016
0,Adult,6,12,25 to 34 years,s7,Sunset,Jul,2023,TRUE,2019
2,Teen,7,13,10 to 19 years,s7,Sunset,Apr,2021,TRUE,2015
3,Senior,114,27,75 years and over,s7,Sunset,Jan,2023,TRUE,2009
0,Adult,49,7,25 to 34 years,s7,Sunset,May,2023,TRUE,2019
0,Adult,123,23,35 to 44 years,s7,Sunset,Feb,2022,TRUE,2014
0,Adult,2422,4561,45 to 54 years,s7,Sunset,Jan,2020,TRUE,2003
0,Adult,0,0,35 to 44 years,s7,Sunset,May,2023,TRUE,2023
0,Adult,13,26,35 to 44 years,s7,Sunset,Nov,2022,TRUE,2017
2,Teen,80,190,10 to 19 years,s7,Sunset,Dec,2021,TRUE,2015
2,Teen,166,99,10 to 19 years,s7,Sunset,Jul,2022,TRUE,2015
0,Adult,51,40,25 to 34 years,s7,Sunset,Jul,2023,TRUE,2008
0,Adult,538,12,20 to 24 years,s7,Sunset,Jan,2022,TRUE,2005
0,Adult,0,0,25 to 34 years,s7,Sunset,Jul,2023,TRUE,2019
0,Adult,48,79,35 to 44 years,s7,Sunset,Jun,2023,TRUE,2008
2,Teen,282,129,10 to 19 years,s7,Sunset,May,2023,TRUE,2013
0,Adult,407,807,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2012
0,Adult,13,0,20 to 24 years,s7,Sunset,Mar,2020,TRUE,2018
0,Adult,113,77,25 to 34 years,s7,Sunset,Apr,2023,TRUE,2003
0,Adult,0,0,25 to 34 years,s7,Sunset,,,TRUE,2023
0,Adult,0,0,35 to 44 years,s7,Sunset,May,2023,TRUE,2007
3,Senior,754,493,75 years and over,s7,Sunset,Jul,2023,TRUE,2003
0,Adult,25,24,35 to 44 years,s7,Sunset,Jul,2023,TRUE,2017
0,Adult,5,7,45 to 54 years,s7,Sunset,May,2023,TRUE,2013
0,Adult,664,35,55 to 59 years,s7,Sunset,Jul,2023,TRUE,2009
0,Adult,0,0,25 to 34 years,s7,Sunset,,,TRUE,2023
2,Teen,9,6,10 to 19 years,s7,Sunset,Feb,2023,TRUE,2018
3,Senior,575,522,65 to 74 years,s7,Sunset,Jul,2023,TRUE,2003
0,Adult,15,10,25 to 34 years,s7,Sunset,Jul,2023,TRUE,2019
0,Adult,11,26,25 to 34 years,s7,Sunset,Nov,2020,TRUE,2019
3,Senior,1013,136,75 years and over,s7,Sunset,Feb,2023,FALSE,2010
0,Adult,129,44,35 to 44 years,s7,Sunset,Dec,2022,FALSE,2003
0,Adult,2073,344,20 to 24 years,s7,Sunset,Mar,2020,FALSE,2008
0,Adult,25,1,45 to 54 years,c2,Chinatown,May,2021,TRUE,2003
2,Teen,100,48,10 to 19 years,c2,Chinatown,Jul,2023,TRUE,2015
0,Adult,0,0,45 to 54 years,c2,Chinatown,,,TRUE,2023
0,Adult,2,2,60 to 64 years,c2,Chinatown,May,2023,TRUE,2023
2,Teen,62,5,10 to 19 years,c2,Chinatown,Aug,2021,TRUE,2008
2,Teen,221,3,10 to 19 years,c2,Chinatown,Jun,2021,TRUE,2015
1,Juvenile,58,41,0 to 9 years,c2,Chinatown,Jul,2023,TRUE,2020
0,Adult,18,4,25 to 34 years,c2,Chinatown,Jun,2023,TRUE,2013
2,Teen,0,0,10 to 19 years,c2,Chinatown,Sep,2021,TRUE,2020
0,Adult,37,40,25 to 34 years,c2,Chinatown,Aug,2022,TRUE,2012
2,Teen,410,86,10 to 19 years,c2,Chinatown,Mar,2023,TRUE,2014
0,Adult,140,88,20 to 24 years,c2,Chinatown,May,2022,TRUE,2011
1,Juvenile,186,0,10 to 19 years,c2,Chinatown,Mar,2023,TRUE,2016
0,Adult,23,52,35 to 44 years,c2,Chinatown,Oct,2022,TRUE,2015
1,Juvenile,372,181,10 to 19 years,c2,Chinatown,Mar,2022,TRUE,2016
1,Juvenile,138,103,0 to 9 years,c2,Chinatown,Jul,2023,TRUE,2019
0,Adult,39,19,25 to 34 years,c2,Chinatown,Feb,2023,TRUE,2015
1,Juvenile,45,33,0 to 9 years,c2,Chinatown,May,2023,TRUE,2017
0,Adult,46,48,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2015
0,Adult,94,1,20 to 24 years,c2,Chinatown,Nov,2016,TRUE,2013
0,Adult,6,9,20 to 24 years,c2,Chinatown,May,2021,TRUE,2020
1,Juvenile,94,4,0 to 9 years,c2,Chinatown,Jul,2023,TRUE,2021
0,Adult,0,0,35 to 44 years,c2,Chinatown,Mar,2023,TRUE,2023
3,Senior,113,97,65 to 74 years,c2,Chinatown,Jun,2023,TRUE,2003
1,Juvenile,0,0,10 to 19 years,c2,Chinatown,Mar,2023,TRUE,2020
1,Juvenile,53,50,0 to 9 years,c2,Chinatown,Jul,2023,TRUE,2020
0,Adult,3,0,25 to 34 years,c2,Chinatown,Jul,2020,TRUE,2016
0,Adult,38,57,25 to 34 years,c2,Chinatown,Jul,2023,TRUE,2022
2,Teen,313,75,10 to 19 years,c2,Chinatown,Mar,2022,TRUE,2013
2,Teen,115,0,10 to 19 years,c2,Chinatown,Apr,2022,TRUE,2012
2,Teen,336,13,10 to 19 years,c2,Chinatown,Mar,2022,TRUE,2011
0,Adult,147,7,10 to 19 years,c2,Chinatown,Nov,2021,TRUE,2009
3,Senior,945,230,75 years and over,c2,Chinatown,Jun,2023,TRUE,2003
2,Teen,6,0,10 to 19 years,c2,Chinatown,Oct,2022,TRUE,2014
0,Adult,2444,122,10 to 19 years,c2,Chinatown,Jul,2017,TRUE,2006
0,Adult,34,50,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2009
0,Adult,653,371,25 to 34 years,c2,Chinatown,Nov,2022,TRUE,2003
2,Teen,24,0,10 to 19 years,c2,Chinatown,Jan,2022,TRUE,2012
0,Adult,2,1,35 to 44 years,c2,Chinatown,Nov,2021,TRUE,2016
0,Adult,25,25,10 to 19 years,c2,Chinatown,Apr,2022,TRUE,2022
0,Adult,0,0,25 to 34 years,c2,Chinatown,Apr,2022,TRUE,2015
0,Adult,111,20,20 to 24 years,c2,Chinatown,May,2023,TRUE,2010
2,Teen,44,4,10 to 19 years,c2,Chinatown,Jun,2016,TRUE,2009
1,Juvenile,61,1,10 to 19 years,c2,Chinatown,Jul,2023,TRUE,2018
0,Adult,1357,8,20 to 24 years,c2,Chinatown,Dec,2022,TRUE,2004
0,Adult,0,0,25 to 34 years,c2,Chinatown,Jan,2023,TRUE,2023
0,Adult,28,0,10 to 19 years,c2,Chinatown,May,2022,TRUE,2013
0,Adult,5689,817,60 to 64 years,c2,Chinatown,Nov,2022,TRUE,2003
0,Adult,9,4,25 to 34 years,c2,Chinatown,Oct,2020,TRUE,2005
0,Adult,1,0,25 to 34 years,c2,Chinatown,Jun,2021,TRUE,2017
0,Adult,107,158,25 to 34 years,c2,Chinatown,Jan,2023,TRUE,2003
0,Adult,694,223,20 to 24 years,c2,Chinatown,Jun,2020,TRUE,2005
2,Teen,811,82,10 to 19 years,c2,Chinatown,Mar,2018,TRUE,2007
2,Teen,922,16,10 to 19 years,c2,Chinatown,Mar,2023,TRUE,2011
0,Adult,143,28,20 to 24 years,c2,Chinatown,Aug,2022,TRUE,2015
0,Adult,143,0,20 to 24 years,c2,Chinatown,Jan,2021,TRUE,2008
0,Adult,743,253,45 to 54 years,c2,Chinatown,May,2021,TRUE,2003
0,Adult,289,88,25 to 34 years,c2,Chinatown,Jun,2022,TRUE,2003
0,Adult,424,168,35 to 44 years,c2,Chinatown,May,2022,TRUE,2003
0,Adult,36,18,25 to 34 years,c2,Chinatown,Apr,2021,TRUE,2018
0,Adult,5,1,35 to 44 years,c2,Chinatown,Mar,2022,TRUE,2019
0,Adult,92,23,45 to 54 years,c2,Chinatown,Jul,2023,TRUE,2003
0,Adult,0,0,35 to 44 years,c2,Chinatown,Jun,2023,TRUE,2021
0,Adult,6,7,25 to 34 years,c2,Chinatown,May,2022,TRUE,2015
2,Teen,566,2,10 to 19 years,c2,Chinatown,Jun,2019,TRUE,2013
0,Adult,835,1156,60 to 64 years,c2,Chinatown,Jul,2023,TRUE,2003
0,Adult,89,23,55 to 59 years,c2,Chinatown,Mar,2022,TRUE,2003
2,Teen,0,0,10 to 19 years,c2,Chinatown,Jan,2023,TRUE,2020
